"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2000","Cyprus","Total","Less than 15 years","Total","Number",":",""
"2000","Cyprus","Total","Less than 15 years","Males","Number",":",""
"2000","Cyprus","Total","Less than 15 years","Females","Number",":",""
"2000","Cyprus","Total","From 15 to 64 years","Total","Number",":",""
"2000","Cyprus","Total","From 15 to 64 years","Males","Number",":",""
"2000","Cyprus","Total","From 15 to 64 years","Females","Number",":",""
"2000","Cyprus","Total","65 years or over","Total","Number",":",""
"2000","Cyprus","Total","65 years or over","Males","Number",":",""
"2000","Cyprus","Total","65 years or over","Females","Number",":",""
"2000","Cyprus","Reporting country","Total","Total","Number",":",""
"2000","Cyprus","Reporting country","Total","Males","Number",":",""
"2000","Cyprus","Reporting country","Total","Females","Number",":",""
"2000","Cyprus","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Cyprus","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Cyprus","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Cyprus","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Cyprus","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Cyprus","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Cyprus","Reporting country","65 years or over","Total","Number",":",""
"2000","Cyprus","Reporting country","65 years or over","Males","Number",":",""
"2000","Cyprus","Reporting country","65 years or over","Females","Number",":",""
"2000","Cyprus","Foreign country","Total","Total","Number",":",""
"2000","Cyprus","Foreign country","Total","Males","Number",":",""
"2000","Cyprus","Foreign country","Total","Females","Number",":",""
"2000","Cyprus","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Cyprus","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Cyprus","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Cyprus","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Cyprus","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Cyprus","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Cyprus","Foreign country","65 years or over","Total","Number",":",""
"2000","Cyprus","Foreign country","65 years or over","Males","Number",":",""
"2000","Cyprus","Foreign country","65 years or over","Females","Number",":",""
"2000","Latvia","Total","Total","Total","Number","2 381 715",""
"2000","Latvia","Total","Total","Males","Number",":",""
"2000","Latvia","Total","Total","Females","Number",":",""
"2000","Latvia","Total","Less than 15 years","Total","Number",":",""
"2000","Latvia","Total","Less than 15 years","Males","Number",":",""
"2000","Latvia","Total","Less than 15 years","Females","Number",":",""
"2000","Latvia","Total","From 15 to 64 years","Total","Number",":",""
"2000","Latvia","Total","From 15 to 64 years","Males","Number",":",""
"2000","Latvia","Total","From 15 to 64 years","Females","Number",":",""
"2000","Latvia","Total","65 years or over","Total","Number",":",""
"2000","Latvia","Total","65 years or over","Males","Number",":",""
"2000","Latvia","Total","65 years or over","Females","Number",":",""
"2000","Latvia","Reporting country","Total","Total","Number",":",""
"2000","Latvia","Reporting country","Total","Males","Number",":",""
"2000","Latvia","Reporting country","Total","Females","Number",":",""
"2000","Latvia","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Latvia","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Latvia","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Latvia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Latvia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Latvia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Latvia","Reporting country","65 years or over","Total","Number",":",""
"2000","Latvia","Reporting country","65 years or over","Males","Number",":",""
"2000","Latvia","Reporting country","65 years or over","Females","Number",":",""
"2000","Latvia","Foreign country","Total","Total","Number",":",""
"2000","Latvia","Foreign country","Total","Males","Number",":",""
"2000","Latvia","Foreign country","Total","Females","Number",":",""
"2000","Latvia","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Latvia","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Latvia","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Latvia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Latvia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Latvia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Latvia","Foreign country","65 years or over","Total","Number",":",""
"2000","Latvia","Foreign country","65 years or over","Males","Number",":",""
"2000","Latvia","Foreign country","65 years or over","Females","Number",":",""
"2000","Lithuania","Total","Total","Total","Number","3 512 074",""
"2000","Lithuania","Total","Total","Males","Number","1 644 301",""
"2000","Lithuania","Total","Total","Females","Number","1 867 773",""
"2000","Lithuania","Total","Less than 15 years","Total","Number",":",""
"2000","Lithuania","Total","Less than 15 years","Males","Number",":",""
"2000","Lithuania","Total","Less than 15 years","Females","Number",":",""
"2000","Lithuania","Total","From 15 to 64 years","Total","Number",":",""
"2000","Lithuania","Total","From 15 to 64 years","Males","Number",":",""
"2000","Lithuania","Total","From 15 to 64 years","Females","Number",":",""
"2000","Lithuania","Total","65 years or over","Total","Number",":",""
"2000","Lithuania","Total","65 years or over","Males","Number",":",""
"2000","Lithuania","Total","65 years or over","Females","Number",":",""
"2000","Lithuania","Reporting country","Total","Total","Number",":",""
"2000","Lithuania","Reporting country","Total","Males","Number",":",""
"2000","Lithuania","Reporting country","Total","Females","Number",":",""
"2000","Lithuania","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Lithuania","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Lithuania","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Lithuania","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Lithuania","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Lithuania","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Lithuania","Reporting country","65 years or over","Total","Number",":",""
"2000","Lithuania","Reporting country","65 years or over","Males","Number",":",""
"2000","Lithuania","Reporting country","65 years or over","Females","Number",":",""
"2000","Lithuania","Foreign country","Total","Total","Number",":",""
"2000","Lithuania","Foreign country","Total","Males","Number",":",""
"2000","Lithuania","Foreign country","Total","Females","Number",":",""
"2000","Lithuania","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Lithuania","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Lithuania","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Lithuania","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Lithuania","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Lithuania","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Lithuania","Foreign country","65 years or over","Total","Number",":",""
"2000","Lithuania","Foreign country","65 years or over","Males","Number",":",""
"2000","Lithuania","Foreign country","65 years or over","Females","Number",":",""
"2000","Luxembourg","Total","Total","Total","Number","443 867","p"
"2000","Luxembourg","Total","Total","Males","Number","213 615",""
"2000","Luxembourg","Total","Total","Females","Number","230 525",""
"2000","Luxembourg","Total","Less than 15 years","Total","Number",":",""
"2000","Luxembourg","Total","Less than 15 years","Males","Number",":",""
"2000","Luxembourg","Total","Less than 15 years","Females","Number",":",""
"2000","Luxembourg","Total","From 15 to 64 years","Total","Number",":",""
"2000","Luxembourg","Total","From 15 to 64 years","Males","Number",":",""
"2000","Luxembourg","Total","From 15 to 64 years","Females","Number",":",""
"2000","Luxembourg","Total","65 years or over","Total","Number",":",""
"2000","Luxembourg","Total","65 years or over","Males","Number",":",""
"2000","Luxembourg","Total","65 years or over","Females","Number",":",""
"2000","Luxembourg","Reporting country","Total","Total","Number",":",""
"2000","Luxembourg","Reporting country","Total","Males","Number",":",""
"2000","Luxembourg","Reporting country","Total","Females","Number",":",""
"2000","Luxembourg","Reporting country","Less than 15 years","Total","Number",":",""
"2000","Luxembourg","Reporting country","Less than 15 years","Males","Number",":",""
"2000","Luxembourg","Reporting country","Less than 15 years","Females","Number",":",""
"2000","Luxembourg","Reporting country","From 15 to 64 years","Total","Number",":",""
"2000","Luxembourg","Reporting country","From 15 to 64 years","Males","Number",":",""
"2000","Luxembourg","Reporting country","From 15 to 64 years","Females","Number",":",""
"2000","Luxembourg","Reporting country","65 years or over","Total","Number",":",""
"2000","Luxembourg","Reporting country","65 years or over","Males","Number",":",""
"2000","Luxembourg","Reporting country","65 years or over","Females","Number",":",""
"2000","Luxembourg","Foreign country","Total","Total","Number",":",""
"2000","Luxembourg","Foreign country","Total","Males","Number",":",""
"2000","Luxembourg","Foreign country","Total","Females","Number",":",""
"2000","Luxembourg","Foreign country","Less than 15 years","Total","Number",":",""
"2000","Luxembourg","Foreign country","Less than 15 years","Males","Number",":",""
"2000","Luxembourg","Foreign country","Less than 15 years","Females","Number",":",""
"2000","Luxembourg","Foreign country","From 15 to 64 years","Total","Number",":",""
"2000","Luxembourg","Foreign country","From 15 to 64 years","Males","Number",":",""
"2000","Luxembourg","Foreign country","From 15 to 64 years","Females","Number",":",""
"2000","Luxembourg","Foreign country","65 years or over","Total","Number",":",""
"2000","Luxembourg","Foreign country","65 years or over","Males","Number",":",""
"2000","Luxembourg","Foreign country","65 years or over","Females","Number",":",""
"2000","Hungary","Total","Total","Total","Number","10 043 224",""
"2000","Hungary","Total","Total","Males","Number","4 791 817",""
