"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2019","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","23 558",""
"2019","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","146 370",""
"2019","Italy","Total","Age reached during the year","65 years or over","Number","Total","9 577",""
"2019","Cyprus","Total","Age reached during the year","Total","Number","Total","17 373",""
"2019","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","590",""
"2019","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","16 472",""
"2019","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","311",""
"2019","Latvia","Total","Age reached during the year","Total","Number","Total","14 583",""
"2019","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","1 835",""
"2019","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","12 234",""
"2019","Latvia","Total","Age reached during the year","65 years or over","Number","Total","514",""
"2019","Lithuania","Total","Age reached during the year","Total","Number","Total","29 273",""
"2019","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total","3 493",""
"2019","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total","25 380",""
"2019","Lithuania","Total","Age reached during the year","65 years or over","Number","Total","400",""
"2019","Luxembourg","Total","Age reached during the year","Total","Number","Total","15 593",""
"2019","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total","2 113",""
"2019","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total","12 769",""
"2019","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total","711",""
"2019","Hungary","Total","Age reached during the year","Total","Number","Total","49 795",""
"2019","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","1 555",""
"2019","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","44 810",""
"2019","Hungary","Total","Age reached during the year","65 years or over","Number","Total","3 430",""
"2019","Malta","Total","Age reached during the year","Total","Number","Total","7 998",""
"2019","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Netherlands","Total","Age reached during the year","Total","Number","Total","107 906",""
"2019","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","12 848",""
"2019","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","91 249",""
"2019","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 809",""
"2019","Austria","Total","Age reached during the year","Total","Number","Total","68 280",""
"2019","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Poland","Total","Age reached during the year","Total","Number","Total","180 594","ep"
"2019","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","21 887","ep"
"2019","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","149 374","ep"
"2019","Poland","Total","Age reached during the year","65 years or over","Number","Total","9 333","ep"
"2019","Portugal","Total","Age reached during the year","Total","Number","Total","28 219",""
"2019","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","1 429",""
"2019","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","26 575",""
"2019","Portugal","Total","Age reached during the year","65 years or over","Number","Total","215",""
"2019","Romania","Total","Age reached during the year","Total","Number","Total","233 736","e"
"2019","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Slovenia","Total","Age reached during the year","Total","Number","Total","15 106",""
"2019","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","Slovakia","Total","Age reached during the year","Total","Number","Total","3 384",""
"2019","Slovakia","Total","Age reached during the year","Less than 15 years","Number","Total","608",""
"2019","Slovakia","Total","Age reached during the year","From 15 to 64 years","Number","Total","2 680",""
"2019","Slovakia","Total","Age reached during the year","65 years or over","Number","Total","96",""
"2019","Finland","Total","Age reached during the year","Total","Number","Total","17 263",""
"2019","Finland","Total","Age reached during the year","Less than 15 years","Number","Total","2 384",""
"2019","Finland","Total","Age reached during the year","From 15 to 64 years","Number","Total","14 302",""
"2019","Finland","Total","Age reached during the year","65 years or over","Number","Total","577",""
"2019","Sweden","Total","Age reached during the year","Total","Number","Total","47 718",""
"2019","Sweden","Total","Age reached during the year","Less than 15 years","Number","Total","8 531",""
"2019","Sweden","Total","Age reached during the year","From 15 to 64 years","Number","Total","36 991",""
"2019","Sweden","Total","Age reached during the year","65 years or over","Number","Total","2 196",""
"2019","Iceland","Total","Age reached during the year","Total","Number","Total","4 590",""
"2019","Iceland","Total","Age reached during the year","Less than 15 years","Number","Total","604",""
"2019","Iceland","Total","Age reached during the year","From 15 to 64 years","Number","Total","3 854",""
"2019","Iceland","Total","Age reached during the year","65 years or over","Number","Total","132",""
"2019","Liechtenstein","Total","Age reached during the year","Total","Number","Total","446",""
"2019","Liechtenstein","Total","Age reached during the year","Less than 15 years","Number","Total","38",""
"2019","Liechtenstein","Total","Age reached during the year","From 15 to 64 years","Number","Total","374",""
"2019","Liechtenstein","Total","Age reached during the year","65 years or over","Number","Total","34",""
"2019","Norway","Total","Age reached during the year","Total","Number","Total","23 207",""
"2019","Norway","Total","Age reached during the year","Less than 15 years","Number","Total","4 972",""
"2019","Norway","Total","Age reached during the year","From 15 to 64 years","Number","Total","17 466",""
"2019","Norway","Total","Age reached during the year","65 years or over","Number","Total","769",""
"2019","Switzerland","Total","Age reached during the year","Total","Number","Total","126 221",""
"2019","Switzerland","Total","Age reached during the year","Less than 15 years","Number","Total","14 934",""
"2019","Switzerland","Total","Age reached during the year","From 15 to 64 years","Number","Total","103 610",""
"2019","Switzerland","Total","Age reached during the year","65 years or over","Number","Total","7 677",""
"2019","United Kingdom","Total","Age reached during the year","Total","Number","Total","368 385",""
"2019","United Kingdom","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2019","United Kingdom","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2019","United Kingdom","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2019","North Macedonia","Total","Age reached during the year","Total","Number","Total","798",""
"2019","North Macedonia","Total","Age reached during the year","Less than 15 years","Number","Total","53",""
